1327843366205|-1||debug||com.p6spy.engine.common.P6SpyOptions reloading properties
1327843366215|-1||info||Using properties file: C:\Users\Anders\myeclipse\ssh\WebRoot\WEB-INF\classes\spy.properties
1327843366215|-1||info||No value in environment for: getAppender, using: com.p6spy.engine.logging.appender.FileLogger
1327843366215|-1||info||No value in environment for: getAppend, using: true
1327843366215|-1||info||No value in environment for: getRealDataSource, using: null
1327843366215|-1||info||No value in environment for: getJNDIContextFactory, using: null
1327843366215|-1||info||No value in environment for: getJNDIContextProviderURL, using: null
1327843366215|-1||info||No value in environment for: getJNDIContextCustom, using: null
1327843366215|-1||info||No value in environment for: getRealDataSourceProperties, using: null
1327843366216|-1||info||No value in environment for: getDeregisterDrivers, using: true
1327843366216|-1||info||No value in environment for: getUsePrefix, using: false
1327843366216|-1||info||No value in environment for: getExecutionThreshold, using: 0
1327843366216|-1||info||No value in environment for: getAutoflush, using: true
1327843366216|-1||info||No value in environment for: getExclude, using: 
1327843366216|-1||info||No value in environment for: getExcludecategories, using: info,debug,result,batch
1327843366216|-1||info||No value in environment for: getInclude, using: 
1327843366216|-1||info||No value in environment for: getIncludecategories, using: 
1327843366216|-1||info||No value in environment for: getLogfile, using: spy.log
1327843366216|-1||info||No value in environment for: getRealdriver, using: com.mysql.jdbc.Driver
1327843366217|-1||info||No value in environment for: getRealdriver2, using: 
1327843366217|-1||info||No value in environment for: getRealdriver3, using: 
1327843366217|-1||info||No value in environment for: getSpydriver, using: com.p6spy.engine.spy.P6SpyDriver
1327843366217|-1||info||No value in environment for: getDateformat, using: 
1327843366217|-1||info||No value in environment for: getDateformatter, using: null
1327843366217|-1||info||No value in environment for: getStringmatcher, using: com.p6spy.engine.common.SubstringMatcher
1327843366217|-1||info||No value in environment for: getStringMatcherEngine, using: com.p6spy.engine.common.SubstringMatcher@16dba0a
1327843366217|-1||info||No value in environment for: getStackTraceClass, using: 
1327843366217|-1||info||No value in environment for: getSQLExpression, using: null
1327843366217|-1||info||No value in environment for: getReloadProperties, using: false
1327843366218|-1||info||No value in environment for: getReloadPropertiesInterval, using: 60
1327843366218|-1||info||No value in environment for: getRealDataSourceClass, using: null
1327843366218|-1||info||No value in environment for: getStackTrace, using: false
1327843366218|-1||info||No value in environment for: getFilter, using: false
1327843369137|17|1|statement||alter table rlt_company_account drop foreign key FK1CFD7BA62536B85B
1327843369137|17|3|statement||alter table rlt_company_account drop foreign key FK1CFD7BA62536B85B
1327843369156|18|1|statement||alter table rlt_company_account drop foreign key FK1CFD7BA6A9079A5B
1327843369156|18|3|statement||alter table rlt_company_account drop foreign key FK1CFD7BA6A9079A5B
1327843369172|16|1|statement||alter table rlt_role_to_resource drop foreign key FKE6E76B2E8C46DF1C
1327843369172|16|3|statement||alter table rlt_role_to_resource drop foreign key FKE6E76B2E8C46DF1C
1327843369191|18|1|statement||alter table rlt_role_to_resource drop foreign key FKE6E76B2E6A13B71C
1327843369191|18|3|statement||alter table rlt_role_to_resource drop foreign key FKE6E76B2E6A13B71C
1327843369207|15|1|statement||alter table rlt_user_group_to_role drop foreign key FK2469836B8C46DF1C
1327843369208|16|3|statement||alter table rlt_user_group_to_role drop foreign key FK2469836B8C46DF1C
1327843369232|24|1|statement||alter table rlt_user_group_to_role drop foreign key FK2469836B99962E61
