1331285386123|-1||debug||com.p6spy.engine.common.P6SpyOptions reloading properties
1331285386127|-1||info||Using properties file: D:\code\myeclipse\ssh\WebRoot\WEB-INF\classes\spy.properties
1331285386127|-1||info||No value in environment for: getAppender, using: com.p6spy.engine.logging.appender.FileLogger
1331285386127|-1||info||No value in environment for: getAppend, using: true
1331285386127|-1||info||No value in environment for: getRealDataSource, using: null
1331285386127|-1||info||No value in environment for: getJNDIContextFactory, using: null
1331285386127|-1||info||No value in environment for: getJNDIContextProviderURL, using: null
1331285386127|-1||info||No value in environment for: getJNDIContextCustom, using: null
1331285386127|-1||info||No value in environment for: getRealDataSourceProperties, using: null
1331285386127|-1||info||No value in environment for: getDeregisterDrivers, using: true
1331285386127|-1||info||No value in environment for: getUsePrefix, using: false
1331285386127|-1||info||No value in environment for: getExecutionThreshold, using: 0
1331285386127|-1||info||No value in environment for: getAutoflush, using: true
1331285386127|-1||info||No value in environment for: getExclude, using: 
1331285386128|-1||info||No value in environment for: getExcludecategories, using: info,debug,result,batch
1331285386128|-1||info||No value in environment for: getInclude, using: 
1331285386128|-1||info||No value in environment for: getIncludecategories, using: 
1331285386128|-1||info||No value in environment for: getLogfile, using: spy.log
1331285386128|-1||info||No value in environment for: getRealdriver, using: com.mysql.jdbc.Driver
1331285386128|-1||info||No value in environment for: getRealdriver2, using: 
1331285386128|-1||info||No value in environment for: getRealdriver3, using: 
1331285386128|-1||info||No value in environment for: getSpydriver, using: com.p6spy.engine.spy.P6SpyDriver
1331285386128|-1||info||No value in environment for: getDateformat, using: 
1331285386128|-1||info||No value in environment for: getDateformatter, using: null
1331285386128|-1||info||No value in environment for: getStringmatcher, using: com.p6spy.engine.common.SubstringMatcher
1331285386128|-1||info||No value in environment for: getStringMatcherEngine, using: com.p6spy.engine.common.SubstringMatcher@1533c8
1331285386128|-1||info||No value in environment for: getStackTraceClass, using: 
1331285386128|-1||info||No value in environment for: getSQLExpression, using: null
1331285386128|-1||info||No value in environment for: getReloadProperties, using: false
1331285386128|-1||info||No value in environment for: getReloadPropertiesInterval, using: 60
1331285386128|-1||info||No value in environment for: getRealDataSourceClass, using: null
1331285386129|-1||info||No value in environment for: getStackTrace, using: false
1331285386129|-1||info||No value in environment for: getFilter, using: false
1331285387355|148|1|statement||alter table rlt_company_account drop foreign key FK1CFD7BA62536B85B
1331285387355|148|3|statement||alter table rlt_company_account drop foreign key FK1CFD7BA62536B85B
1331285387516|160|1|statement||alter table rlt_company_account drop foreign key FK1CFD7BA6A9079A5B
1331285387516|160|3|statement||alter table rlt_company_account drop foreign key FK1CFD7BA6A9079A5B
1331285387700|183|1|statement||alter table rlt_role_to_resource drop foreign key FKE6E76B2E8C46DF1C
1331285387700|183|3|statement||alter table rlt_role_to_resource drop foreign key FKE6E76B2E8C46DF1C
1331285387900|200|1|statement||alter table rlt_role_to_resource drop foreign key FKE6E76B2E6A13B71C
1331285387900|200|3|statement||alter table rlt_role_to_resource drop foreign key FKE6E76B2E6A13B71C
1331285388074|174|1|statement||alter table rlt_user_group_to_role drop foreign key FK2469836B8C46DF1C
1331285388075|175|3|statement||alter table rlt_user_group_to_role drop foreign key FK2469836B8C46DF1C
1331285388272|197|1|statement||alter table rlt_user_group_to_role drop foreign key FK2469836B99962E61
1331285388272|197|3|statement||alter table rlt_user_group_to_role drop foreign key FK2469836B99962E61
1331285388475|202|1|statement||alter table rlt_user_to_role drop foreign key FK4CC0FDEB8C46DF1C
1331285388475|202|3|statement||alter table rlt_user_to_role drop foreign key FK4CC0FDEB8C46DF1C
1331285388642|167|1|statement||alter table rlt_user_to_role drop foreign key FK4CC0FDEB3171A2FC
1331285388642|167|3|statement||alter table rlt_user_to_role drop foreign key FK4CC0FDEB3171A2FC
1331285388808|165|1|statement||alter table rlt_user_to_user_group drop foreign key FK831BD2C03171A2FC
1331285388808|165|3|statement||alter table rlt_user_to_user_group drop foreign key FK831BD2C03171A2FC
1331285388959|150|1|statement||alter table rlt_user_to_user_group drop foreign key FK831BD2C099962E61
1331285388959|150|3|statement||alter table rlt_user_to_user_group drop foreign key FK831BD2C099962E61
